9709,0,0,9560
9709,1,0,9559
9708,1,9708,9558
9707,1,9707,9556
9706,1,9706,9554
9705,0,9705,9553
9705,2,0,9552
9703,0,9703,9551
9703,1,0,9549
9702,0,9702,9546
9702,2,0,9544
9700,2,9700,9543
9698,1,9698,9542
9697,2,9697,9540
9695,0,9695,9539
9695,0,0,9536
9695,1,0,9535
9694,2,9694,9534
9692,3,9692,9533
9689,1,9689,9532
9688,1,9688,9530
9687,0,9687,9529
9687,2,0,9528
9685,1,9685,9527
9684,2,9684,9525
9682,0,9682,9524
9682,1,0,9523
9681,3,9681,9522
9678,0,9678,9519
9678,1,0,9517
9677,4,9677,9516
9673,1,9673,9515
9672,2,9672,9513
9670,0,9670,9512
9670,1,0,9510
9669,1,9669,9509
9668,0,9668,9507
9668,4,0,9506
9664,2,9664,9505
9662,5,9662,9504
9657,0,9657,9502
9657,2,0,9501
9655,2,9655,9500
9653,2,9653,9499
9651,2,9651,9498
9649,0,9649,9497
9649,1,0,9495
9648,1,9648,9494
9647,2,9647,9492
9645,0,9645,9491
9645,1,0,9490
9644,1,9644,9488
9643,1,9643,9487
9642,1,9642,9486
9641,0,9641,9485
9641,1,0,9484
9640,4,9640,9483
9636,1,9636,9480
9635,1,9635,9479
9634,1,9634,9478
9633,1,9633,9477
9632,1,9632,9475
9631,0,9631,9473
9631,2,0,9472
9629,0,9629,9471
9629,1,0,9470
9628,0,9628,9469
9628,1,0,9468
9627,0,9627,9467
9627,3,0,9466
9624,0,9624,9465
9624,1,0,9464
9623,2,9623,9463
9621,0,9621,9462
9621,1,0,9459
9620,0,9620,9458
9620,0,0,9456
9620,0,0,9455
9620,0,0,9454
9620,1,0,9452
9619,0,9619,9449
9619,0,0,9447
9619,0,0,9446
9619,1,0,9445
9618,0,9618,9443
9618,0,0,9441
9618,1,0,9438
9617,1,9617,9437
9616,0,9616,9436
9616,0,0,9435
9616,1,0,9431
9615,0,9615,9430
9615,1,0,9428
9614,0,9614,9425
9614,1,0,9424
9613,0,9613,9422
9613,1,0,9420
9612,1,9612,9418
9611,0,9611,9417
9611,0,0,9415
9611,2,0,9414
9609,0,9609,9413
9609,1,0,9412
9608,1,9608,9410
9607,0,9607,9409
9607,1,0,9408
9606,0,9606,9407
9606,1,0,9406
9605,1,9605,9405
9604,1,9604,9401
9603,0,9603,9400
9603,2,0,9399
9601,2,9601,9398
9599,2,9599,9397
9597,1,9597,9394
9596,3,9596,9393
9593,1,9593,9392
9592,1,9592,9386
9591,0,9591,9384
9591,2,0,9382
9589,1,9589,9381
9588,1,9588,9378
9587,2,9587,9377
9585,0,9585,9374
9585,1,0,9373
9584,2,9584,9372
9582,0,9582,9370
9582,2,0,9369
9580,4,9580,9367
9576,2,9576,9366
9574,2,9574,9364
9572,1,9572,9363
9571,0,9571,9362
9571,3,0,9361
9568,1,9568,9359
9567,1,9567,9358
9566,3,9566,9357
9563,3,9563,9355
9560,0,9560,9352
9560,0,0,9349
9560,1,0,9346
9559,1,9559,9345
9558,2,9558,9344
9556,0,9556,9343
9556,2,0,9342
9554,0,9554,9341
9554,0,0,9339
9554,1,0,9337
9553,1,9553,9336
9552,0,9552,9335
9552,1,0,9334
9551,2,9551,9333
9549,3,9549,9332
9546,2,9546,9331
9544,1,9544,9330
9543,0,9543,9329
9543,1,0,9325
9542,2,9542,9323
9540,1,9540,9322
9539,3,9539,9321
9536,1,9536,9318
9535,1,9535,9317
9534,1,9534,9316
9533,0,9533,9315
9533,1,0,9314
9532,2,9532,9313
9530,1,9530,9312
9529,1,9529,9311
9528,1,9528,9309
9527,0,9527,9307
9527,2,0,9306
9525,0,9525,9305
9525,1,0,9304
9524,1,9524,9303
9523,0,9523,9300
9523,0,0,9299
9523,1,0,9298
9522,3,9522,9297
9519,2,9519,9296
9517,1,9517,9295
9516,0,9516,9294
9516,1,0,9292
9515,0,9515,9287
9515,2,0,9283
9513,1,9513,9282
9512,2,9512,9281
9510,1,9510,9279
9509,2,9509,9278
9507,0,9507,9276
9507,1,0,9272
9506,0,9506,9269
9506,1,0,9268
9505,1,9505,9262
9504,0,9504,9261
9504,2,0,9259
9502,0,9502,9258
9502,0,0,9257
9502,0,0,9255
9502,1,0,9251
9501,1,9501,9250
9500,1,9500,9249
9499,1,9499,9248
9498,0,9498,9247
9498,0,0,9243
9498,1,0,9242
9497,0,9497,9241
9497,0,0,9238
9497,0,0,9237
9497,2,0,9236
9495,1,9495,9235
9494,0,9494,9233
9494,0,0,9232
9494,2,0,9231
9492,0,9492,9230
9492,1,0,9228
9491,1,9491,9227
9490,0,9490,9226
9490,2,0,9224
9488,0,9488,9223
9488,0,0,9222
9488,1,0,9221
9487,1,9487,9220
9486,1,9486,9219
9485,1,9485,9218
9484,1,9484,9217
9483,0,9483,9216
9483,3,0,9215
9480,1,9480,9213
9479,0,9479,9212
9479,0,0,9211
9479,0,0,9209
9479,0,0,9205
9479,1,0,9203
9478,0,9478,9202
9478,0,0,9199
9478,1,0,9197
9477,0,9477,9194
9477,0,0,9190
9477,0,0,9189
9477,0,0,9187
9477,2,0,9186
9475,0,9475,9181
9475,2,0,9180
9473,0,9473,9178
9473,0,0,9177
9473,1,0,9175
9472,1,9472,9173
9471,1,9471,9172
9470,1,9470,9170
9469,0,9469,9169
9469,0,0,9168
9469,1,0,9167
9468,0,9468,9166
9468,1,0,9165
9467,1,9467,9164
9466,0,9466,9163
9466,0,0,9154
9466,1,0,9152
9465,0,9465,9151
9465,0,0,9149
9465,0,0,9147
9465,1,0,9146
9464,1,9464,9145
9463,0,9463,9144
9463,0,0,9143
9463,1,0,9142
9462,3,9462,9140
9459,1,9459,9138
9458,2,9458,9137
9456,1,9456,9136
9455,1,9455,9133
9454,2,9454,9132
9452,3,9452,9131
9449,2,9449,9130
9447,1,9447,9128
9446,1,9446,9125
9445,0,9445,9123
9445,0,0,9121
9445,2,0,9120
9443,2,9443,9118
9441,3,9441,9117
9438,1,9438,9116
9437,0,9437,9115
9437,1,0,9114
9436,1,9436,9111
9435,4,9435,9109
9431,1,9431,9107
9430,2,9430,9101
9428,0,9428,9099
9428,0,0,9098
9428,3,0,9097
9425,1,9425,9093
9424,2,9424,9090
9422,2,9422,9088
9420,0,9420,9083
9420,2,0,9082
9418,0,9418,9080
9418,1,0,9077
9417,2,9417,9076
9415,0,9415,9075
9415,1,0,9074
9414,0,9414,9072
9414,1,0,9071
9413,1,9413,9069
9412,0,9412,9067
9412,2,0,9066
9410,1,9410,9065
9409,0,9409,9064
9409,0,0,9063
9409,1,0,9062
9408,0,9408,9061
9408,1,0,9060
9407,1,9407,9059
9406,1,9406,9057
9405,4,9405,9056
9401,1,9401,9054
9400,0,9400,9053
9400,1,0,9050
9399,1,9399,9049
9398,1,9398,9048
9397,3,9397,9047
9394,1,9394,9046
9393,0,9393,9045
9393,1,0,9043
9392,0,9392,9042
9392,6,0,9041
9386,0,9386,9040
9386,0,0,9039
9386,0,0,9035
9386,2,0,9033
9384,2,9384,9032
9382,0,9382,9031
9382,1,0,9030
9381,0,9381,9026
9381,3,0,9025
9378,0,9378,9024
9378,1,0,9020
9377,3,9377,9019
9374,1,9374,9017
9373,0,9373,9016
9373,1,0,9015
9372,2,9372,9014
9370,0,9370,9012
9370,1,0,9011
9369,0,9369,9008
9369,2,0,9007
9367,1,9367,9006
9366,2,9366,9005
9364,1,9364,9004
9363,0,9363,9003
9363,1,0,9002
9362,1,9362,9001
9361,0,9361,9000
9361,2,0,8998
9359,1,9359,8997
9358,1,9358,8996
9357,2,9357,8995
9355,0,9355,8994
9355,3,0,8993
9352,0,9352,8992
9352,0,0,8991
9352,0,0,8989
9352,3,0,8988
9349,3,9349,8987
9346,1,9346,8985
9345,1,9345,8980
9344,0,9344,8979
9344,0,0,8978
9344,1,0,8976
9343,0,9343,8975
9343,1,0,8974
9342,0,9342,8973
9342,1,0,8971
9341,2,9341,8970
9339,0,9339,8969
9339,2,0,8968
9337,1,9337,8965
9336,1,9336,8963
9335,0,9335,8959
9335,0,0,8958
9335,1,0,8956
9334,1,9334,8955
9333,1,9333,8954
9332,1,9332,8953
9331,1,9331,8951
9330,1,9330,8950
9329,4,9329,8949
9325,2,9325,8948
9323,0,9323,8944
9323,1,0,8943
9322,1,9322,8942
9321,0,9321,8941
9321,3,0,8940
9318,1,9318,8937
9317,0,9317,8936
9317,1,0,8934
9316,0,9316,8933
9316,1,0,8932
9315,0,9315,8929
9315,1,0,8928
9314,1,9314,8927
9313,1,9313,8926
9312,1,9312,8925
9311,0,9311,8923
9311,2,0,8922
9309,2,9309,8920
9307,1,9307,8919
9306,1,9306,8918
9305,1,9305,8917
9304,0,9304,8916
9304,1,0,8915
9303,0,9303,8914
9303,3,0,8911
9300,1,9300,8910
9299,0,9299,8908
9299,1,0,8907
9298,1,9298,8906
9297,1,9297,8905
9296,1,9296,8903
9295,0,9295,8902
9295,1,0,8901
9294,0,9294,8900
9294,2,0,8899
9292,5,9292,8898
9287,0,9287,8896
9287,4,0,8895
9283,1,9283,8893
9282,0,9282,8892
9282,0,0,8891
9282,0,0,8890
9282,1,0,8889
9281,0,9281,8888
9281,2,0,8887
9279,0,9279,8886
9279,1,0,8885
9278,2,9278,8884
9276,4,9276,8882
9272,0,9272,8881
9272,3,0,8879
9269,1,9269,8874
9268,6,9268,8873
9262,1,9262,8871
9261,2,9261,8869
9259,1,9259,8868
9258,1,9258,8866
9257,0,9257,8864
9257,0,0,8860
9257,2,0,8856
9255,4,9255,8854
9251,1,9251,8853
9250,0,9250,8851
9250,1,0,8850
9249,1,9249,8849
9248,1,9248,8846
9247,4,9247,8845
9243,1,9243,8844
9242,0,9242,8842
9242,1,0,8841
9241,0,9241,8838
9241,3,0,8836
9238,0,9238,8834
9238,1,0,8832
9237,1,9237,8831
9236,1,9236,8830
9235,2,9235,8827
9233,0,9233,8825
9233,1,0,8824
9232,1,9232,8823
9231,1,9231,8821
9230,2,9230,8818
9228,1,9228,8817
9227,1,9227,8816
9226,2,9226,8814
9224,1,9224,8813
9223,1,9223,8811
9222,0,9222,8810
9222,1,0,8809
9221,0,9221,8808
9221,1,0,8807
9220,1,9220,8806
9219,1,9219,8805
9218,1,9218,8802
9217,0,9217,8799
9217,1,0,8797
9216,0,9216,8796
9216,1,0,8793
9215,2,9215,8792
9213,1,9213,8790
9212,0,9212,8788
9212,1,0,8787
9211,2,9211,8786
9209,4,9209,8784
9205,2,9205,8783
9203,0,9203,8781
9203,1,0,8780
9202,3,9202,8778
9199,2,9199,8775
9197,0,9197,8773
9197,3,0,8772
9194,4,9194,8768
9190,1,9190,8767
9189,0,9189,8766
9189,0,0,8765
9189,2,0,8764
9187,1,9187,8762
9186,5,9186,8761
9181,1,9181,8758
9180,0,9180,8757
9180,0,0,8756
9180,2,0,8755
9178,0,9178,8753
9178,1,0,8751
9177,0,9177,8749
9177,0,0,8747
9177,2,0,8746
9175,2,9175,8745
9173,1,9173,8744
9172,2,9172,8743
9170,1,9170,8741
9169,1,9169,8740
9168,1,9168,8739
9167,1,9167,8737
9166,0,9166,8736
9166,1,0,8735
9165,1,9165,8731
9164,0,9164,8729
9164,1,0,8727
9163,9,9163,8726
9154,2,9154,8725
9152,1,9152,8723
9151,0,9151,8722
9151,0,0,8721
9151,0,0,8720
9151,2,0,8719
9149,0,9149,8716
9149,2,0,8715
9147,1,9147,8714
9146,0,9146,8713
9146,1,0,8712
9145,0,9145,8711
9145,0,0,8710
9145,1,0,8708
9144,1,9144,8706
9143,1,9143,8705
9142,0,9142,8704
9142,0,0,8702
9142,2,0,8701
9140,2,9140,8700
9138,0,9138,8699
9138,1,0,8698
9137,0,9137,8697
9137,1,0,8696
9136,3,9136,8695
9133,1,9133,8694
9132,0,9132,8692
9132,0,0,8688
9132,1,0,8686
9131,0,9131,8680
9131,0,0,8679
9131,1,0,8678
9130,2,9130,8677
9128,3,9128,8675
9125,0,9125,8673
9125,2,0,8672
9123,0,9123,8671
9123,2,0,8670
9121,1,9121,8667
9120,0,9120,8666
9120,2,0,8663
9118,0,9118,8661
9118,1,0,8660
9117,1,9117,8659
9116,0,9116,8658
9116,1,0,8657
9115,1,9115,8655
9114,0,9114,8653
9114,3,0,8649
9111,2,9111,8647
9109,0,9109,8646
9109,2,0,8643
9107,6,9107,8642
9101,2,9101,8641
9099,1,9099,8639
9098,1,9098,8638
9097,4,9097,8637
9093,0,9093,8635
9093,3,0,8634
9090,0,9090,8633
9090,2,0,8632
9088,5,9088,8631
9083,1,9083,8629
9082,2,9082,8628
9080,3,9080,8626
9077,0,9077,8625
9077,0,0,8621
9077,1,0,8619
9076,0,9076,8617
9076,0,0,8616
9076,1,0,8614
9075,1,9075,8613
9074,0,9074,8612
9074,0,0,8611
9074,2,0,8610
9072,1,9072,8609
9071,2,9071,8607
9069,0,9069,8606
9069,2,0,8603
9067,0,9067,8600
9067,0,0,8596
9067,1,0,8595
9066,0,9066,8593
9066,1,0,8592
9065,0,9065,8591
9065,1,0,8590
9064,1,9064,8589
9063,1,9063,8587
9062,1,9062,8586
9061,0,9061,8584
9061,1,0,8583
9060,0,9060,8581
9060,1,0,8579
9059,2,9059,8578
9057,1,9057,8576
9056,0,9056,8575
9056,2,0,8574
9054,1,9054,8573
9053,0,9053,8572
9053,0,0,8571
9053,3,0,8570
9050,0,9050,8569
9050,1,0,8568
9049,1,9049,8567
9048,0,9048,8565
9048,1,0,8564
9047,1,9047,8563
9046,1,9046,8562
9045,0,9045,8561
9045,0,0,8560
9045,0,0,8559
9045,2,0,8558
9043,0,9043,8557
9043,0,0,8556
9043,1,0,8553
9042,0,9042,8552
9042,1,0,8551
9041,1,9041,8549
9040,1,9040,8548
9039,4,9039,8547
9035,2,9035,8545
9033,1,9033,8544
9032,1,9032,8541
9031,1,9031,8539
9030,4,9030,8537
9026,1,9026,8536
9025,0,9025,8535
9025,1,0,8534
9024,4,9024,8533
9020,1,9020,8530
9019,2,9019,8529
9017,1,9017,8527
9016,1,9016,8526
9015,1,9015,8525
9014,0,9014,8524
9014,2,0,8522
9012,0,9012,8521
9012,0,0,8519
9012,1,0,8518
9011,0,9011,8517
9011,3,0,8516
9008,0,9008,8515
9008,0,0,8514
9008,1,0,8513
9007,1,9007,8510
9006,1,9006,8508
9005,1,9005,8502
9004,0,9004,8501
9004,1,0,8500
9003,0,9003,8499
9003,1,0,8498
9002,1,9002,8497
9001,1,9001,8494
9000,2,9000,8491
8998,0,8998,8490
8998,0,0,8487
8998,0,0,8485
8998,1,0,8483
8997,1,8997,8481
8996,1,8996,8479
8995,1,8995,8476
8994,1,8994,8475
8993,1,8993,8474
8992,1,8992,8473
8991,2,8991,8472
8989,1,8989,8471
8988,1,8988,8470
8987,2,8987,8469
8985,5,8985,8468
8980,0,8980,8467
8980,1,0,8466
8979,0,8979,8465
8979,1,0,8464
8978,2,8978,8463
8976,0,8976,8462
8976,0,0,8460
8976,1,0,8457
8975,1,8975,8455
8974,0,8974,8453
8974,0,0,8452
8974,0,0,8450
8974,1,0,8449
8973,0,8973,8447
8973,0,0,8446
8973,2,0,8445
8971,1,8971,8444
8970,0,8970,8442
8970,1,0,8441
8969,0,8969,8436
8969,0,0,8434
8969,1,0,8433
8968,3,8968,8431
8965,0,8965,8429
8965,2,0,8427
8963,0,8963,8424
8963,4,0,8423
8959,1,8959,8422
8958,0,8958,8421
8958,2,0,8419
8956,1,8956,8418
8955,0,8955,8415
8955,1,0,8414
8954,0,8954,8413
8954,0,0,8407
8954,0,0,8406
8954,1,0,8405
8953,0,8953,8404
8953,2,0,8402
8951,0,8951,8401
8951,1,0,8399
8950,0,8950,8398
8950,1,0,8396
8949,1,8949,8395
8948,0,8948,8394
8948,4,0,8393
8944,1,8944,8392
8943,1,8943,8391
8942,1,8942,8390
8941,0,8941,8388
8941,0,0,8384
8941,1,0,8383
8940,0,8940,8382
8940,3,0,8381
8937,0,8937,8380
8937,1,0,8376
8936,2,8936,8375
8934,1,8934,8374
8933,0,8933,8373
8933,0,0,8372
8933,1,0,8371
8932,3,8932,8369
8929,1,8929,8365
8928,1,8928,8364
8927,0,8927,8362
8927,1,0,8361
8926,1,8926,8360
8925,0,8925,8358
8925,2,0,8356
8923,1,8923,8355
8922,2,8922,8352
8920,0,8920,8349
8920,1,0,8348
8919,1,8919,8347
8918,1,8918,8345
8917,0,8917,8344
8917,1,0,8341
8916,0,8916,8339
8916,0,0,8338
8916,0,0,8334
8916,1,0,8333
8915,1,8915,8331
8914,0,8914,8329
8914,3,0,8328
8911,1,8911,8325
8910,2,8910,8324
8908,0,8908,8323
8908,0,0,8322
8908,0,0,8321
8908,1,0,8320
8907,0,8907,8319
8907,0,0,8316
8907,1,0,8315
8906,0,8906,8314
8906,1,0,8313
8905,2,8905,8312
8903,1,8903,8311
8902,1,8902,8310
8901,0,8901,8308
8901,1,0,8307
8900,0,8900,8306
8900,1,0,8305
8899,0,8899,8301
8899,1,0,8299
8898,0,8898,8297
8898,2,0,8296
8896,0,8896,8295
8896,1,0,8294
8895,0,8895,8292
8895,0,0,8291
8895,2,0,8290
8893,1,8893,8288
8892,1,8892,8287
8891,1,8891,8285
8890,1,8890,8284
8889,1,8889,8283
8888,1,8888,8281
8887,1,8887,8280
8886,1,8886,8278
8885,0,8885,8277
8885,1,0,8275
8884,0,8884,8274
8884,2,0,8271
8882,1,8882,8268
8881,2,8881,8266
8879,5,8879,8264
8874,0,8874,8262
8874,0,0,8260
8874,1,0,8259
8873,2,8873,8258
8871,2,8871,8257
8869,0,8869,8256
8869,0,0,8255
8869,0,0,8254
8869,0,0,8253
8869,1,0,8246
8868,2,8868,8240
8866,2,8866,8238
8864,4,8864,8236
8860,0,8860,8235
8860,4,0,8234
8856,2,8856,8233
8854,1,8854,8232
8853,2,8853,8231
8851,1,8851,8226
8850,1,8850,8224
8849,0,8849,8223
8849,0,0,8221
8849,3,0,8220
8846,1,8846,8219
8845,0,8845,8218
8845,0,0,8217
8845,0,0,8211
8845,0,0,8210
8845,1,0,8207
8844,2,8844,8206
8842,0,8842,8205
8842,0,0,8204
8842,1,0,8203
8841,3,8841,8201
8838,2,8838,8200
8836,2,8836,8198
8834,0,8834,8196
8834,2,0,8195
8832,0,8832,8193
8832,1,0,8192
8831,1,8831,8191
8830,3,8830,8190
8827,2,8827,8189
8825,1,8825,8188
8824,0,8824,8187
8824,1,0,8185
8823,0,8823,8184
8823,2,0,8183
8821,0,8821,8181
8821,3,0,8180
8818,1,8818,8179
8817,0,8817,8175
8817,1,0,8174
8816,0,8816,8173
8816,0,0,8170
8816,0,0,8169
8816,2,0,8166
8814,0,8814,8164
8814,0,0,8163
8814,1,0,8158
8813,2,8813,8157
8811,1,8811,8156
8810,0,8810,8153
8810,1,0,8152
8809,1,8809,8150
8808,1,8808,8149
8807,1,8807,8148
8806,0,8806,8146
8806,1,0,8145
8805,3,8805,8144
8802,3,8802,8143
8799,2,8799,8142
8797,1,8797,8141
8796,0,8796,8140
8796,3,0,8139
8793,1,8793,8138
8792,2,8792,8137
8790,2,8790,8136
8788,1,8788,8135
8787,1,8787,8134
8786,2,8786,8133
8784,0,8784,8132
8784,1,0,8130
8783,0,8783,8129
8783,2,0,8128
8781,1,8781,8125
8780,2,8780,8123
8778,0,8778,8121
8778,3,0,8119
8775,0,8775,8118
8775,0,0,8117
8775,2,0,8116
8773,1,8773,8115
8772,0,8772,8113
8772,4,0,8111
8768,1,8768,8110
8767,1,8767,8109
8766,0,8766,8108
8766,0,0,8107
8766,0,0,8105
8766,1,0,8102
8765,1,8765,8100
8764,2,8764,8097
8762,1,8762,8096
8761,3,8761,8094
8758,0,8758,8093
8758,0,0,8089
8758,1,0,8087
8757,1,8757,8086
8756,0,8756,8084
8756,0,0,8083
8756,1,0,8082
8755,2,8755,8081
8753,2,8753,8080
8751,2,8751,8078
8749,0,8749,8077
8749,2,0,8074
8747,1,8747,8073
8746,1,8746,8072
8745,1,8745,8071
8744,0,8744,8070
8744,1,0,8068
8743,2,8743,8067
8741,1,8741,8066
8740,0,8740,8063
8740,0,0,8062
8740,1,0,8061
8739,0,8739,8058
8739,2,0,8056
8737,1,8737,8054
8736,1,8736,8053
8735,4,8735,8052
8731,2,8731,8051
8729,0,8729,8050
8729,2,0,8048
8727,0,8727,8047
8727,1,0,8044
8726,1,8726,8040
8725,2,8725,8037
8723,1,8723,8036
8722,1,8722,8034
8721,0,8721,8031
8721,1,0,8029
8720,1,8720,8028
8719,0,8719,8025
8719,0,0,8022
8719,0,0,8020
8719,3,0,8018
8716,1,8716,8017
8715,1,8715,8016
8714,1,8714,8010
8713,0,8713,8009
8713,1,0,8008
8712,0,8712,8006
8712,1,0,8005
8711,1,8711,8004
8710,2,8710,8003
8708,0,8708,8002
8708,2,0,8001
8706,1,8706,7999
8705,1,8705,7998
8704,0,8704,7993
8704,0,0,7990
8704,2,0,7989
8702,1,8702,7988
8701,0,8701,7987
8701,1,0,7986
8700,1,8700,7985
8699,0,8699,7984
8699,0,0,7983
8699,1,0,7980
8698,1,8698,7978
8697,1,8697,7977
8696,1,8696,7976
8695,1,8695,7974
8694,2,8694,7973
8692,0,8692,7972
8692,4,0,7971
8688,0,8688,7970
8688,0,0,7969
8688,2,0,7966
8686,0,8686,7961
8686,6,0,7960
8680,0,8680,7957
8680,1,0,7955
8679,0,8679,7954
8679,1,0,7953
8678,1,8678,7951
8677,0,8677,7949
8677,2,0,7947
8675,2,8675,7945
8673,0,8673,7942
8673,1,0,7941
8672,0,8672,7940
8672,0,0,7939
8672,0,0,7938
8672,1,0,7936
8671,1,8671,7935
8670,3,8670,7933
8667,1,8667,7932
8666,3,8666,7931
8663,2,8663,7930
8661,1,8661,7928
8660,0,8660,7927
8660,1,0,7926
8659,1,8659,7925
8658,1,8658,7924
8657,2,8657,7922
8655,2,8655,7921
8653,0,8653,7918
8653,4,0,7916
8649,2,8649,7912
8647,1,8647,7909
8646,0,8646,7908
8646,3,0,7907
8643,1,8643,7906
8642,1,8642,7902
8641,2,8641,7901
8639,1,8639,7900
8638,1,8638,7899
8637,2,8637,7895
